date,claim,truth_rating,url,source,fact,explanation
2022-08-08T00:00:00Z,“Ted Cruz leaks new document obtained from Hunter’s laptop implicating Nancy Pelosi.”,False,https://www.politifact.com/factchecks/2022/aug/09/facebook-posts/no-ted-cruz-didnt-leak-document-implicating-hunter/,PolitiFact
2022-07-11T00:00:00Z,Images from Hunter Biden’s laptop show Joe Biden naked with a young girl.,Pants on Fire,https://www.politifact.com/factchecks/2022/jul/13/facebook-posts/no-viral-images-dont-show-joe-biden-naked-young-gi/,PolitiFact
2022-07-07T00:00:00Z,"""While Americans are paying record high prices at the pump, this administration decides to give our oil to the EU and China.""",Misunderstands global oil market,https://www.politifact.com/article/2022/jul/11/why-us-selling-stockpiled-oil-china-we-have-answer/,PolitiFact
2022-04-19T00:00:00Z,“Hunter Biden arrested this morning.”,Pants on Fire,https://www.politifact.com/factchecks/2022/apr/20/facebook-posts/no-hunter-biden-was-not-arrested-april-19/,PolitiFact
2022-04-04T00:00:00Z,The FBI lost Hunter Biden’s laptop.,False,https://www.politifact.com/factchecks/2022/apr/06/donald-trump-jr/fbi-lost-hunter-bidens-laptop-theres-no-evidence/,PolitiFact
2022-03-24T00:00:00Z,"""U.S. President Joe Biden himself is involved in the creation of biolaboratories in Ukraine. An investment fund run by his sun (sic) Hunter Biden funded research and the implementation of the United States’ military biological program.""",Misleading,https://www.politifact.com/article/2022/apr/01/facts-behind-russian-right-wing-narratives-claimin/,PolitiFact
2022-03-24T00:00:00Z,“Hunter Biden has been arrested!”,Pants on Fire,https://www.politifact.com/factchecks/2022/mar/25/facebook-posts/no-hunter-biden-hasnt-been-arrested-despite-persis/,PolitiFact
2021-10-25T00:00:00Z,"“Clintons, Powell, and Hunter Biden have already undergone military tribunals.”",Pants on Fire,https://www.politifact.com/factchecks/2021/oct/26/facebook-posts/no-clintons-colin-powell-and-hunter-biden-didnt-ha/,PolitiFact
2021-10-25T00:00:00Z,The military raided Hunter Biden’s home.,Pants on Fire,https://www.politifact.com/factchecks/2021/oct/26/facebook-posts/no-military-didnt-raid-hunter-bidens-home/,PolitiFact
2021-10-17T00:00:00Z,Says Hunter Biden “was hanged at Gitmo.”,Pants on Fire,https://www.politifact.com/factchecks/2021/oct/18/facebook-posts/no-hunter-biden-hasnt-been-hanged/,PolitiFact
2021-09-06T00:00:00Z,“The Bidens own 10% of” a Chinese firm whose stock is up almost 300%” since Joe Biden was elected.,False,https://www.politifact.com/factchecks/2021/sep/10/viral-image/claim-about-bidens-ownership-chinese-firm-soaring-/,PolitiFact
2021-08-31T00:00:00Z,“Military arrests Hunter Biden!”,Pants on Fire,https://www.politifact.com/factchecks/2021/sep/08/blog-posting/no-military-didnt-arrest-hunter-biden/,PolitiFact
2021-04-12T00:00:00Z,"Says Joe Biden is “withholding $150 million in aid from Ukraine” to “pressure Ukraine to drop all criminal investigations into him and his son, Hunter.”",False,https://www.politifact.com/factchecks/2021/apr/15/george-papadopoulos/no-evidence-joe-biden-withholding-aid-ukraine-help/,PolitiFact
2021-02-02T00:00:00Z,"""The Biden family is so heavily invested in oil and energy in other countries.""",Mostly False,https://www.politifact.com/factchecks/2021/feb/10/facebook-posts/fact-checking-whether-biden-family-heavily-investe/,PolitiFact
2021-01-23T00:00:00Z,“Biden invested the entire family fortune in Ukraine gas and oil. Then shuts down Keystone pipeline. Starting to get the picture.”,False,https://www.politifact.com/factchecks/2021/jan/28/facebook-posts/no-bidens-didnt-invest-their-family-fortune-ukrani/,PolitiFact
2022-03-04T00:00:00Z,Hunter Biden’s payments from the Ukrainian oil and gas company Burisma Holdings ended with the Russian invasion of Ukraine.,False,https://www.factcheck.org/2022/03/hunter-biden-left-ukrainian-company-in-2019-contrary-to-ted-nugent-post/,FactCheck.org
2021-09-02T08:26:07Z,"U.S. President Joe Biden's son Hunter Biden was arrested in August 2021 at Dulles International Airport in Washington, D.C.",Originated as Satire,https://www.snopes.com/fact-check/hunter-biden-arrest/,Snopes
2021-06-11T17:22:01Z,"Screenshots of text messages that emerged in June 2021 authentically documented Hunter Biden, who is white, calling his white lawyer the N-word.",Unproven,https://www.snopes.com/fact-check/hunter-biden-texts/,Snopes
2021-04-09T10:59:47Z,"On April 8, 2021, Fox News' show ""Tucker Carlson Tonight"" aired pornographic photographs from a laptop computer that belonged to Hunter Biden showing him with sex workers.",Unproven,https://www.snopes.com/fact-check/fox-hunter-biden-porn/,Snopes
2021-04-06T09:28:12Z,"In an interview broadcast on April 4, 2021, Hunter Biden, the son of U.S. President Joe Biden, said the controversial laptop allegedly containing evidence detailing his business dealings in Ukraine ""could"" belong to him.",True,https://www.snopes.com/fact-check/hunter-biden-laptop-could-be-his/,Snopes
2021-04-06T13:56:25Z,"In an interview broadcast on April 4, 2021, Hunter Biden, the son of U.S. President Joe Biden, said he mistook parmesan cheese for crack cocaine in the past and accidentally smoked the dairy product.",True,https://www.snopes.com/fact-check/hunter-biden-parmesan-cheese/,Snopes
2022-10-08T00:00:00Z,“President Trump and I lost an election in 2020 because of a rigged election.”,Pants on Fire,https://www.politifact.com/factchecks/2022/oct/10/jim-marchant/nevada-republican-echoes-trumps-pants-fire-about-r/,PolitiFact
2022-07-09T00:00:00Z,Ranked choice voting in Alaska is a “total rigged deal.”,Pants on Fire,https://www.politifact.com/factchecks/2022/jul/22/donald-trump/why-trump-wrong-call-alaskas-ranked-choice-voting-/,PolitiFact
2022-04-24T00:00:00Z,"“A STOLEN ELECTION: State totals minus illegal ballot trafficking numbers give President Trump decisive victories in AZ, GA, MI, PA, and WI.”",False,https://www.politifact.com/factchecks/2022/may/04/gateway-pundit/claims-2020-election-was-stolen-are-still-false/,PolitiFact
2021-01-07T00:00:00Z,"“39% of Americans … 31% of independents ... 17% of Democrats believe the election was rigged.""",Mostly False,https://www.politifact.com/factchecks/2021/jan/06/ted-cruz/ted-cruzs-misleading-statement-people-who-believe-/,PolitiFact
2022-08-08T00:00:00Z,"“Pennsylvania sent out 1,823,148 mail-in ballots. They got back 2,589,242.”",False,https://www.politifact.com/factchecks/2022/aug/11/viral-image/no-pennsylvania-didnt-send-out-more-mail-ballots-w/,PolitiFact
2022-09-22T00:00:00Z,“I don’t care for mail-in voting. That’s why I go to the polls.”,Full Flop,https://www.politifact.com/factchecks/2022/oct/13/mark-finchem/republican-arizona-secretary-state-candidate-said-/,PolitiFact
2022-08-25T00:00:00Z,"“In Arizona, we have flood the zone with fake ballots.”",Pants on Fire,https://www.politifact.com/factchecks/2022/aug/30/mark-finchem/arizona-republican-secretary-state-candidate-wrong/,PolitiFact
2022-04-28T00:00:00Z,"There were “400,000 illegal votes” cast in the 2020 presidential election",Not proven,https://www.politifact.com/article/2022/may/04/faulty-premise-2000-mules-trailer-about-voting-mai/,PolitiFact
2022-01-31T00:00:00Z,“Pennsylvania had 2.6 million mail in votes that the court of appeals of PA held to be unconstitutional. Umm that alone means Biden lost PA.”,False,https://www.politifact.com/factchecks/2022/feb/03/facebook-posts/facebook-post-wrongly-says-pennsylvania-mail-ballo/,PolitiFact
2022-01-31T00:00:00Z,"“In Texas, because of the laws they passed, a 95-year-old World War II veteran is being denied the right to vote by mail because he can't produce a registration number he got back in the 1950s.”",Half True,https://www.politifact.com/factchecks/2022/feb/03/stacey-abrams/fact-checking-stacey-abrams-texas-mail-ballot-deni/,PolitiFact
2021-09-04T00:00:00Z,“Stunning report: nearly 15 million mail-in ballots were not counted in the 2020 election.”,Mostly False,https://www.politifact.com/factchecks/2021/sep/14/facebook-posts/fact-checking-misleading-claim-about-uncounted-bal/,PolitiFact
2021-07-19T00:00:00Z,Mail-in voting requires no signature verification.,False,https://www.politifact.com/factchecks/2021/jul/30/facebook-posts/most-states-require-signature-verification-mail-ba/,PolitiFact
2022-01-11T00:00:00Z,"“In the 2020 election, President Trump voted from behind the desk in the White House in Florida.”",Half True,https://www.politifact.com/factchecks/2022/jan/13/joe-biden/trump-has-spread-falsehoods-about-voting-mail-whil/,PolitiFact
2021-07-15T00:00:00Z,"Says that in the 2020 presidential election in Maricopa County, Ariz., ""74,243 mail-in ballots were counted with 'no clear record of them being sent.'""",False,https://www.politifact.com/factchecks/2021/jul/19/donald-trump/no-evidence-74000-ariz-mail-ballots-cast-2020-elec/,PolitiFact
2021-01-06T00:00:00Z,"“Last year, Pennsylvania elected officials passed a whole new law that allows universal mail-in balloting, and did it irregardless of what the Pennsylvania Constitution said.”",Mostly False,https://www.politifact.com/factchecks/2021/jan/08/josh-hawley/fact-checking-hawleys-claim-about-pennsylvania-mai/,PolitiFact
2021-02-15T00:00:00Z,"“So California is requiring signature verification for Gavin Newsom’s recall, but didn’t require it for the mail in ballots.”",Pants on Fire,https://www.politifact.com/factchecks/2021/feb/16/kevin-sorbo/yes-california-requires-signature-verification-mai/,PolitiFact
2021-03-03T00:00:00Z,"The voting bill known as H.R. 1 ""would force states to adopt universal mail-in ballots.”",False,https://www.politifact.com/factchecks/2021/mar/04/mike-pence/mike-pence-wrong-hr-1-forces-states-shift-universa/,PolitiFact
2021-03-03T00:00:00Z,"“Massive 78% of mail-in ballots proved fraudulent, judge orders election do-over.",Mostly True,https://www.politifact.com/factchecks/2021/mar/05/facebook-posts/judge-did-order-new-election-small-miss-city-after/,PolitiFact
2021-08-19T00:00:00Z,"California election officials ""can literally see if you vote yes or no"" in the recall election, ""and they will throw it away if you vote yes.""",Distorts the Facts,https://www.factcheck.org/2021/08/exposing-the-holes-in-a-california-recall-election-conspiracy-theory/,FactCheck.org
2021-01-25T00:00:00Z,"""In Wisconsin, tens of thousands of absentee votes had only the name on them and no address. Historically those were thrown out, this time they weren't.""",False,https://www.factcheck.org/2021/01/paul-cites-distortion-to-argue-two-sides-in-election-fraud-debate/,FactCheck.org
2022-08-03T00:00:00Z,"""Send your postcards to 5 key states to decertify fraud” in the 2020 election.",Pants on Fire,https://www.politifact.com/factchecks/2022/aug/16/facebook-posts/no-sending-postcards-states-will-not-lead-decertif/,PolitiFact
2022-08-25T00:00:00Z,"“In Arizona, we have flood the zone with fake ballots.”",Pants on Fire,https://www.politifact.com/factchecks/2022/aug/30/mark-finchem/arizona-republican-secretary-state-candidate-wrong/,PolitiFact
2022-04-28T00:00:00Z,"There were “400,000 illegal votes” cast in the 2020 presidential election",Not proven,https://www.politifact.com/article/2022/may/04/faulty-premise-2000-mules-trailer-about-voting-mai/,PolitiFact
2022-08-08T00:00:00Z,"“Pennsylvania sent out 1,823,148 mail-in ballots. They got back 2,589,242.”",False,https://www.politifact.com/factchecks/2022/aug/11/viral-image/no-pennsylvania-didnt-send-out-more-mail-ballots-w/,PolitiFact
2021-09-04T00:00:00Z,“Stunning report: nearly 15 million mail-in ballots were not counted in the 2020 election.”,Mostly False,https://www.politifact.com/factchecks/2021/sep/14/facebook-posts/fact-checking-misleading-claim-about-uncounted-bal/,PolitiFact
2022-07-09T00:00:00Z,"The Wisconsin Supreme Court decision declaring ballot drop boxes illegal ""includes the 2020 Presidential Election.""",Pants on Fire,https://www.politifact.com/factchecks/2022/jul/14/donald-trump/trump-back-hot-seat-claim-linking-ballot-box-rulin/,PolitiFact
2022-08-05T00:00:00Z,Video shows Clark County poll worker acting illegally by asking people to place their ballots into a bag outside of a drop box.,False,https://www.politifact.com/factchecks/2022/aug/10/facebook-posts/social-media-video-doesnt-show-evidence-voter-frau/,PolitiFact
2022-05-17T00:00:00Z,The problem with mail ballots in Lancaster County is a sign of “voter fraud.”,False,https://www.politifact.com/factchecks/2022/may/18/tweets/mail-ballot-problem-pennsylvania-county-was-printi/,PolitiFact
2022-07-22T00:00:00Z,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger",Pants on Fire,https://www.politifact.com/factchecks/2022/jul/29/gateway-pundit/gateway-pundit-distorts-unofficial-georgia-2020-re/,PolitiFact
2022-04-24T00:00:00Z,"“A STOLEN ELECTION: State totals minus illegal ballot trafficking numbers give President Trump decisive victories in AZ, GA, MI, PA, and WI.”",False,https://www.politifact.com/factchecks/2022/may/04/gateway-pundit/claims-2020-election-was-stolen-are-still-false/,PolitiFact
2022-05-21T00:00:00Z,Georgia Gov. Brian Kemp “allowed 7.5 million ballots to be sent to every registered voter.”,False,https://www.politifact.com/factchecks/2022/may/23/david-perdue/georgia-perdue-falsely-claims-kemp-allowed-75-mill/,PolitiFact
2022-04-11T00:00:00Z,"In France ""polls closed a few hours ago and they already know who the winners are.""",Needs more context,https://www.politifact.com/article/2022/apr/13/why-france-reports-election-results-faster-us/,PolitiFact
2021-11-03T00:00:00Z,Bergen County in New Jersey gave more votes to the Democratic gubernatorial candidate after all the ballots were counted.,False,https://www.politifact.com/factchecks/2021/nov/05/viral-image/no-bergen-county-didnt-find-more-votes-phil-murphy/,PolitiFact
2021-10-27T00:00:00Z,Virginia voters are being turned away from polling locations because they were told they already requested absentee ballots when they haven’t.,Mostly False,https://www.politifact.com/factchecks/2021/oct/29/facebook-posts/posts-about-virginia-voters-being-forced-sign-form/,PolitiFact
2021-10-30T00:00:00Z,“Fairfax County (Va.) is not requiring the last four digits of Social Security Numbers on absentee ballots in this election.”,Mostly False,https://www.politifact.com/factchecks/2021/nov/01/gateway-pundit/fairfax-county-va-lawsuit-involved-absentee-ballot/,PolitiFact
2021-07-13T00:00:00Z,"In the 2020 presidential election, “4,255 ballots in Fulton County, Georgia, were scanned multiple times” and “3,390 went to Biden.”",False,https://www.politifact.com/factchecks/2021/jul/19/facebook-posts/no-proof-thousands-double-counted-ballots-2020-pre/,PolitiFact
2021-07-15T00:00:00Z,"Says that in the 2020 presidential election in Maricopa County, Ariz., ""74,243 mail-in ballots were counted with 'no clear record of them being sent.'""",False,https://www.politifact.com/factchecks/2021/jul/19/donald-trump/no-evidence-74000-ariz-mail-ballots-cast-2020-elec/,PolitiFact
2022-01-31T00:00:00Z,“Pennsylvania had 2.6 million mail in votes that the court of appeals of PA held to be unconstitutional. Umm that alone means Biden lost PA.”,False,https://www.politifact.com/factchecks/2022/feb/03/facebook-posts/facebook-post-wrongly-says-pennsylvania-mail-ballo/,PolitiFact
2022-04-26T00:00:00Z,A consent decree approved by Gov. Brian Kemp “invalidated all voter ID law” and “allowed fraudulent ballots to be accepted” in the 2020 race.,Pants on Fire,https://www.politifact.com/factchecks/2022/apr/26/david-perdue/david-perdue-distorts-facts-georgia-agreement-abse/,PolitiFact
2021-07-14T00:00:00Z,"“It now appears there actually was meaningful voter fraud in Fulton County, Georgia, last November. That is not a conspiracy theory. It's true.”",False,https://www.politifact.com/factchecks/2021/jul/20/tucker-carlson/tucker-carlson-spins-web-misleading-claims-he-alle/,PolitiFact
2021-11-03T00:00:00Z,“Trash bins discovered outside the Gloucester County Board of Elections containing blank ballots as well as bags of shredded ballots from Tuesday’s election!”,False,https://www.politifact.com/factchecks/2021/nov/05/facebook-posts/items-found-trash-outside-new-jersey-elections-off/,PolitiFact
2021-07-19T00:00:00Z,Mail-in voting requires no signature verification.,False,https://www.politifact.com/factchecks/2021/jul/30/facebook-posts/most-states-require-signature-verification-mail-ba/,PolitiFact
2021-03-03T00:00:00Z,"“Massive 78% of mail-in ballots proved fraudulent, judge orders election do-over.",Mostly True,https://www.politifact.com/factchecks/2021/mar/05/facebook-posts/judge-did-order-new-election-small-miss-city-after/,PolitiFact
2021-06-18T00:00:00Z,"""Records suggest more than 100 batches of absentee ballots in Fulton County could be missing.""",False,https://www.politifact.com/factchecks/2021/jul/09/just-news/no-evidence-missing-absentee-ballots-georgias-2020/,PolitiFact
2021-01-06T00:00:00Z,"“Last year, Pennsylvania elected officials passed a whole new law that allows universal mail-in balloting, and did it irregardless of what the Pennsylvania Constitution said.”",Mostly False,https://www.politifact.com/factchecks/2021/jan/08/josh-hawley/fact-checking-hawleys-claim-about-pennsylvania-mai/,PolitiFact
2021-08-12T00:00:00Z,“A Milwaukee election employee even acknowledged dropping off just the margin of ballots needed for a Biden win at 3 a.m.”,Pants on Fire,https://www.politifact.com/factchecks/2021/aug/23/donald-trump/no-milwaukee-election-official-didnt-admit-deliver/,PolitiFact
2021-05-20T00:00:00Z,Arizona ballots were shredded and burned in a chicken farm fire.,Pants on Fire,https://www.politifact.com/factchecks/2021/may/25/instagram-posts/fowl-play-social-media-users-falsely-claim-arizona/,PolitiFact
2021-01-25T00:00:00Z,"""In Wisconsin, tens of thousands of absentee votes had only the name on them and no address. Historically those were thrown out, this time they weren't.""",False,https://www.factcheck.org/2021/01/paul-cites-distortion-to-argue-two-sides-in-election-fraud-debate/,FactCheck.org
2021-04-25T00:00:00Z,"""There were in fact watermarks on the ballots in Arizona.""",False,https://www.factcheck.org/2021/05/myth-of-ballot-watermarks-flushed-out-again/,FactCheck.org
2021-08-19T00:00:00Z,"California election officials ""can literally see if you vote yes or no"" in the recall election, ""and they will throw it away if you vote yes.""",Distorts the Facts,https://www.factcheck.org/2021/08/exposing-the-holes-in-a-california-recall-election-conspiracy-theory/,FactCheck.org
2021-07-16T00:00:00Z,"In Maricopa County, Arizona, “all the access logs to the machines were wiped, and the election server was hacked during the [2020] election.”",No Evidence,https://www.factcheck.org/2021/07/debunking-trumps-latest-arizona-election-claims/,FactCheck.org
2021-07-16T00:00:00Z,"“11,000 voters were added to the voter rolls AFTER the election and still voted.""",No Evidence of Fraud,https://www.factcheck.org/2021/07/debunking-trumps-latest-arizona-election-claims/,FactCheck.org
2021-07-16T00:00:00Z,"In Maricopa County, there were “74,000 mail in ballots received that were never mailed (magically appearing ballots).”",False,https://www.factcheck.org/2021/07/debunking-trumps-latest-arizona-election-claims/,FactCheck.org
2021-07-16T00:00:00Z,"The Arizona Senate hearing ""showed 168,000 fraudulent ballots printed on illegal paper (unofficial ballots).""",False,https://www.factcheck.org/2021/07/debunking-trumps-latest-arizona-election-claims/,FactCheck.org
2021-01-08T00:00:00Z,"“[A]ll of the cases that have been thrown out have been thrown out on standing, not the evidence of voter fraud.”",False,https://www.factcheck.org/2021/01/factchecking-the-electoral-college-debate/,FactCheck.org
2021-01-07T00:00:00Z,"“Over 400,000 mail-in ballots” in Arizona were “switched” from Trump to Biden “or completely erased from President Trump’s totals.”",No Evidence,https://www.factcheck.org/2021/01/factchecking-the-electoral-college-debate/,FactCheck.org
2021-05-19T12:14:04Z,"November 2020 election ballots from Maricopa County, Arizona, were destroyed in a March 6, 2021, chicken barn fire.",False,https://www.snopes.com/fact-check/maricopa-ballots-chicken-barn-fire/,Snopes
2021-11-10T16:07:00Z,"Georgia has ""no way to verify"" its 2020 presidential election results because Fulton County doesn't have digital images of ballots.",False,https://www.snopes.com/fact-check/georgia-verify-2020-election/,Snopes
2021-01-06T12:30:21Z,"Poll workers in Georgia's Senate runoff election illegally uncovered 50,000 ballots in the early morning hours of Jan. 6, 2021.",False,https://www.snopes.com/fact-check/ballots-georgia-senate/,Snopes
